OBSYMD,DAMCD,RF,IQTY
19820806,1012110,7.3,32.3
19820807,1012110,0.1,27.7
19820808,1012110,0,23.2
19820809,1012110,0,18.7
19820810,1012110,3.3,14.2
19820811,1012110,0,14.2
19820812,1012110,3.2,32.3
19820813,1012110,0.6,41.3
19820814,1012110,79.1,100.1
19820815,1012110,65.4,1391.1
19820816,1012110,3.1,714
19820817,1012110,0,336.7
19820818,1012110,0,199.6
19820819,1012110,0.9,128.5
19820820,1012110,56.3,288.3
19820821,1012110,31,737.4
19820822,1012110,0,409.4
19820823,1012110,6.4,250.9
19820824,1012110,0.2,164.5
19820825,1012110,11.2,134
19820826,1012110,2.5,134
19820827,1012110,78.1,1286.6
19820828,1012110,5.9,1341.3
19820829,1012110,0.5,505
19820830,1012110,0,275.1
19820831,1012110,0,176.5
19820901,1012110,0,126.2
19820902,1012110,0,101.2
19820903,1012110,0,69
19820904,1012110,0,52.8
19820905,1012110,0,53.6
19820906,1012110,0.5,56.4
19820907,1012110,0,44.8
19820908,1012110,0.2,38
19820909,1012110,0,34.6
19820910,1012110,0,25.6
19820911,1012110,0,26.1
19820912,1012110,0,28.3
19820913,1012110,0,27
19820914,1012110,0,22.6
19820915,1012110,0.1,19.3
19820916,1012110,0,31.3
19820917,1012110,0,16.9
19820918,1012110,0,13.5
19820919,1012110,0.3,16.2
19820920,1012110,1.8,21.3
19820921,1012110,0,20.5
19820922,1012110,0,18.9
19820923,1012110,0,15
19820924,1012110,0,8.7
19820925,1012110,0,10.7
19820926,1012110,0.2,9.5
19820927,1012110,0,9.8
19820928,1012110,0,4.4
19820929,1012110,0,5
19820930,1012110,0,10.3
19821001,1012110,0,12.3
19821002,1012110,0,6.2
19821003,1012110,0,10.8
19821004,1012110,0,14
19821005,1012110,0,9.4
19821006,1012110,0,9.8
19821007,1012110,0,6.2
19821008,1012110,0,6.9
19821009,1012110,0,4.5
19821010,1012110,0,4.6
19821011,1012110,0,8.1
19821012,1012110,0,8.2
19821013,1012110,0,5.9
19821014,1012110,0,7
19821015,1012110,0,8.8
19821016,1012110,0,4.4
19821017,1012110,0,4.4
19821018,1012110,1.8,5.5
19821019,1012110,18,22.8
19821020,1012110,0.5,16.5
19821021,1012110,0,17.3
19821022,1012110,0,8.6
19821023,1012110,0,9.2
19821024,1012110,0,7.9
19821025,1012110,0,5
19821026,1012110,0,4.3
19821027,1012110,0,4.6
19821028,1012110,0,8.4
19821029,1012110,0,5.2
19821030,1012110,0,7.3
19821031,1012110,5.5,11.6
19821101,1012110,0.2,9.6
19821102,1012110,0,2.4
19821103,1012110,0,2.8
19821104,1012110,0,4.6
19821105,1012110,0.2,6.2
19821106,1012110,0,5.9
19821107,1012110,0,5.7
19821108,1012110,0,5.3
19821109,1012110,10.1,5.2
19821110,1012110,5.9,38.1
19821111,1012110,11.4,11.4
19821112,1012110,0,38.2
19821113,1012110,0,28.7
19821114,1012110,0,15.6
19821115,1012110,4.2,31.7
19821116,1012110,0,17.2
19821117,1012110,0,5.7
19821118,1012110,0,12.1
19821119,1012110,0,8.7
19821120,1012110,0,6.1
19821121,1012110,0,11.3
19821122,1012110,8.1,11.3
19821123,1012110,3.5,14.5
19821124,1012110,0,6.6
19821125,1012110,0,13.5
19821126,1012110,0,12.5
19821127,1012110,0,10.2
19821128,1012110,3.3,5.6
19821129,1012110,60.3,142
19821130,1012110,0.9,259.9
19821201,1012110,1.6,125.8
19821202,1012110,3.5,63.8
19821203,1012110,0,56.6
19821204,1012110,9.6,57.2
19821205,1012110,0.1,56.7
19821206,1012110,0,46
19821207,1012110,0,37
19821208,1012110,0,36.9
19821209,1012110,0,30.8
19821210,1012110,2.6,24.2
19821211,1012110,7.7,30.9
19821212,1012110,0,17.9
19821213,1012110,0,15.7
19821214,1012110,0,15.5
19821215,1012110,0,12.7
19821216,1012110,1.6,17.9
19821217,1012110,0,18.7
19821218,1012110,0,13.7
19821219,1012110,0,11.3
19821220,1012110,0,12.6
19821221,1012110,0,16.5
19821222,1012110,4.9,18.1
19821223,1012110,1.4,9.9
19821224,1012110,0,11.7
19821225,1012110,0,12.4
19821226,1012110,0.6,12.9
19821227,1012110,0,10.2
19821228,1012110,0,4.5
19821229,1012110,0.1,12.1
19821230,1012110,0,13.5
19821231,1012110,0,8.5
19830101,1012110,0,4.3
19830102,1012110,0,9.8
19830103,1012110,0,11
19830104,1012110,0,8.6
19830105,1012110,0,12.1
19830106,1012110,0,9.9
19830107,1012110,1.3,7.3
19830108,1012110,0,6.5
19830109,1012110,0,10.1
19830110,1012110,0,6.9
19830111,1012110,0,10.6
19830112,1012110,0,1.3
19830113,1012110,0,4.7
19830114,1012110,0.4,1.7
19830115,1012110,0,0.1
19830116,1012110,0,2
19830117,1012110,0,5.5
19830118,1012110,0,4.8
19830119,1012110,0,6.6
19830120,1012110,0,8.8
19830121,1012110,0,6.4
19830122,1012110,0,0.1
19830123,1012110,0,5.3
19830124,1012110,0,4.5
19830125,1012110,0,5
19830126,1012110,0,7
19830127,1012110,0,8.7
19830128,1012110,0,5.4
19830129,1012110,1.1,1.8
19830130,1012110,6,11.8
19830131,1012110,0,12.8
19830201,1012110,0.5,8.2
19830202,1012110,2,5.3
19830203,1012110,0,8.3
19830204,1012110,0,4.7
19830205,1012110,0,7.3
19830206,1012110,1.6,6.8
19830207,1012110,0,6.6
19830208,1012110,2.5,5.6
19830209,1012110,0,2.9
19830210,1012110,0,0.9
19830211,1012110,0,4.2
19830212,1012110,0,6.5
19830213,1012110,0,7.5
19830214,1012110,4.4,5.2
19830215,1012110,0.5,9
19830216,1012110,0,5.8
19830217,1012110,0,7.1
19830218,1012110,0.1,6
19830219,1012110,0,5.9
19830220,1012110,0,5.3
19830221,1012110,0,1.1
19830222,1012110,0,4.1
19830223,1012110,0,1.4
19830224,1012110,0,4.3
19830225,1012110,0,10
19830226,1012110,0,4.7
19830227,1012110,0,5.1
19830228,1012110,0,8.4
19830301,1012110,1.6,19.9
19830302,1012110,24.4,29.6
19830303,1012110,0,20.9
19830304,1012110,0,19.5
19830305,1012110,0,11.8
19830306,1012110,0,9.5
19830307,1012110,0,15
19830308,1012110,0,10
19830309,1012110,0,8.8
19830310,1012110,0,10
19830311,1012110,0,12.4
19830312,1012110,0,22
19830313,1012110,2.1,23.5
19830314,1012110,0,13.4
19830315,1012110,0.5,23.5
19830316,1012110,1.1,16.3
19830317,1012110,4.2,24.1
19830318,1012110,1.8,23.5
19830319,1012110,0.1,26.7
19830320,1012110,0,26.5
19830321,1012110,0,35.2
19830322,1012110,0,46.3
19830323,1012110,8.2,124.8
19830324,1012110,2.9,100.2
19830325,1012110,0,75.3
19830326,1012110,0,77.2
19830327,1012110,0,73.7
19830328,1012110,0,69.1
19830329,1012110,0,72.4
19830330,1012110,0,76.9
19830331,1012110,0,71.1
19830401,1012110,0,62.4
19830402,1012110,0,61
19830403,1012110,0,61.3
19830404,1012110,8.6,53.2
19830405,1012110,0,41.6
19830406,1012110,0,45.2
19830407,1012110,0,58.4
19830408,1012110,0,77.4
19830409,1012110,0,100.5
19830410,1012110,0,108.1
19830411,1012110,1.4,90.6
19830412,1012110,0,83.1
19830413,1012110,0,67
19830414,1012110,28.6,95.2
19830415,1012110,1.5,194.5
19830416,1012110,0,151.5
19830417,1012110,0,116.1
19830418,1012110,0,87.5
19830419,1012110,2.5,76.3
19830420,1012110,0,61.7
19830421,1012110,0,54.2
19830422,1012110,2.1,53.9
19830423,1012110,0,42
19830424,1012110,0,40.8
19830425,1012110,0,40.6
19830426,1012110,14.1,45.5
19830427,1012110,0.2,68
19830428,1012110,29,143.6
19830429,1012110,8,314.6
19830430,1012110,0,230.9
19830501,1012110,0,152.1
19830502,1012110,0,107
19830503,1012110,0,93.7
19830504,1012110,0,65.9
19830505,1012110,0,57.5
19830506,1012110,21.4,74.8
19830507,1012110,1.7,116.8
19830508,1012110,0,103.7
19830509,1012110,0,82.2
19830510,1012110,0,68.8
19830511,1012110,0,59.6
19830512,1012110,0,53.8
19830513,1012110,0,48.7
19830514,1012110,0,44.6
19830515,1012110,0,34.6
19830516,1012110,0.6,33.6
19830517,1012110,0,33.1
19830518,1012110,0,20.7
19830519,1012110,0,29.7
19830520,1012110,0,27.7
19830521,1012110,1.5,25.4
19830522,1012110,0,22
19830523,1012110,0,11.2
19830524,1012110,0,12.2
19830525,1012110,0,21.8
19830526,1012110,0,12.3
19830527,1012110,1,9.5
19830528,1012110,0,13.2
19830529,1012110,0,14.2
19830530,1012110,0,12.4
19830531,1012110,0,9.3
19830601,1012110,0,9.2
19830602,1012110,0,14.3
19830603,1012110,0,6.4
19830604,1012110,0,6.2
19830605,1012110,0,5.7
19830606,1012110,0,5.8
19830607,1012110,0,5.3
19830608,1012110,0,7.8
19830609,1012110,0,4.7
19830610,1012110,0,3.4
19830611,1012110,0,3.7
19830612,1012110,9.4,5.7
19830613,1012110,1.1,6.4
19830614,1012110,0,10.9
19830615,1012110,0,7.1
19830616,1012110,0,8.7
19830617,1012110,0,2.7
19830618,1012110,0,2.9
19830619,1012110,0,3.9
19830620,1012110,17.7,20.1
19830621,1012110,0,10.1
19830622,1012110,0,10.2
19830623,1012110,22.5,4.6
19830624,1012110,2.2,23.7
19830625,1012110,1,18.9
19830626,1012110,0,13.3
19830627,1012110,0,4.4
19830628,1012110,13.6,6.3
19830629,1012110,6.7,24.7
19830630,1012110,0,21.5
19830701,1012110,0.6,19.2
19830702,1012110,44.1,71.2
19830703,1012110,40,281.6
19830704,1012110,8.3,431.6
19830705,1012110,7.6,183.8
19830706,1012110,0.2,130.3
19830707,1012110,0,87.5
19830708,1012110,0.7,68.4
19830709,1012110,6,52.9
19830710,1012110,0.1,55.5
19830711,1012110,0,50.4
19830712,1012110,0,31.8
19830713,1012110,0,21.8
19830714,1012110,32.7,63.1
19830715,1012110,0.5,94.5
19830716,1012110,9.3,91.1
19830717,1012110,0,87.4
19830718,1012110,0,64.7
19830719,1012110,11.8,57.9
19830720,1012110,15.7,149.5
19830721,1012110,0,142.7
19830722,1012110,0,94.1
19830723,1012110,0,63.5
19830724,1012110,46.1,96.6
19830725,1012110,52.9,1084.3
19830726,1012110,4.6,608.2
19830727,1012110,0.5,298.7
19830728,1012110,0,187.2
19830729,1012110,16.9,205.5
19830730,1012110,14.1,218.1
19830731,1012110,8.8,247.7
19830801,1012110,28.4,784.1
19830802,1012110,0,494.8
19830803,1012110,0,254
19830804,1012110,0,170.1
19830805,1012110,0,121.6
19830806,1012110,0,87.8
19830807,1012110,0,74.7
19830808,1012110,3.6,66.9
19830809,1012110,26.5,86.8
19830810,1012110,12.6,121.1
19830811,1012110,0,92.2
19830812,1012110,0,66.9
19830813,1012110,0,54.5
19830814,1012110,0,35
19830815,1012110,0,30.5
19830816,1012110,1.1,34.2
19830817,1012110,0,29
19830818,1012110,0.4,41.4
19830819,1012110,0,33.4
19830820,1012110,0.2,23.5
19830821,1012110,1.6,10.9
19830822,1012110,0,35
19830823,1012110,12.4,27.4
19830824,1012110,21.3,68.9
19830825,1012110,0.3,136.7
19830826,1012110,3.6,75.5
19830827,1012110,6.8,82.8
19830828,1012110,8,213.7
19830829,1012110,7.1,152
19830830,1012110,3.3,110.1
19830831,1012110,0,87
19830901,1012110,0,62.5
19830902,1012110,50.8,224.5
19830903,1012110,1.6,263.9
19830904,1012110,0.3,157.1
19830905,1012110,27.9,180.5
19830906,1012110,0.3,252.6
19830907,1012110,2.6,186.6
19830908,1012110,0,139
19830909,1012110,0.3,106.9
19830910,1012110,3.3,95.3
19830911,1012110,18.5,123.6
19830912,1012110,1.4,172.1
19830913,1012110,0,159
19830914,1012110,0.3,118.1
19830915,1012110,0,90.8
19830916,1012110,0,83.8
19830917,1012110,0,63.9
19830918,1012110,0,57.9
19830919,1012110,0,49.2
19830920,1012110,0,39.8
19830921,1012110,2.1,41.9
19830922,1012110,0,34.4
19830923,1012110,2,40.2
19830924,1012110,21.2,61.8
19830925,1012110,0,54.3
19830926,1012110,0,22.7
19830927,1012110,1.4,33.8
19830928,1012110,0,34.5
19830929,1012110,0,26.8
19830930,1012110,0,27.9
19831001,1012110,0,20.1
19831002,1012110,9.1,33
19831003,1012110,10.9,66.6
19831004,1012110,0.2,62.7
19831005,1012110,0,43
19831006,1012110,0,34.6
19831007,1012110,0,27.7
19831008,1012110,9.7,32.8
19831009,1012110,1.5,88.9
19831010,1012110,0,67.1
19831011,1012110,0,49.3
19831012,1012110,0,41.8
19831013,1012110,2.3,37.1
19831014,1012110,0,33.3
19831015,1012110,0,26.7
19831016,1012110,0,33.6
19831017,1012110,0,23.8
19831018,1012110,0,18.4
19831019,1012110,0,18.7
19831020,1012110,0,22
19831021,1012110,0,21.1
19831022,1012110,0,19.9
19831023,1012110,0,21.8
19831024,1012110,0,18.8
19831025,1012110,0,13.2
19831026,1012110,1.3,15.3
19831027,1012110,0,13.5
19831028,1012110,0,14.9
19831029,1012110,0,13.3
19831030,1012110,0,21
19831031,1012110,0.1,11
19831101,1012110,0,10.7
19831102,1012110,0,10.7
19831103,1012110,1,13.6
19831104,1012110,0,17.8
19831105,1012110,0,16.6
19831106,1012110,0.2,14.6
19831107,1012110,0,6.5
19831108,1012110,0,16.1
19831109,1012110,0,9.4
19831110,1012110,0.2,6.9
19831111,1012110,1.2,10.9
19831112,1012110,0.5,6.6
19831113,1012110,0,6.5
19831114,1012110,0,14.9
19831115,1012110,1,11.7
19831116,1012110,1.9,7.3
19831117,1012110,0,9.3
19831118,1012110,0,6
19831119,1012110,1.3,11.9
19831120,1012110,0,10.7
19831121,1012110,0,11.5
19831122,1012110,0,9.9
19831123,1012110,0,7.5
19831124,1012110,0,5.6
19831125,1012110,0,7.6
19831126,1012110,0,10
19831127,1012110,0,9.8
19831128,1012110,0,7.4
19831129,1012110,0.9,6.1
19831130,1012110,6.9,4.9
19831201,1012110,0,6.9
19831202,1012110,0,9.5
19831203,1012110,0,7.3
19831204,1012110,0,10.4
19831205,1012110,0,9.2
19831206,1012110,0,7.7
19831207,1012110,0,6.8
19831208,1012110,0,5.9
19831209,1012110,0,7.2
19831210,1012110,3.6,12.6
19831211,1012110,0,11.3
19831212,1012110,0.2,4.3
19831213,1012110,0.5,4.1
19831214,1012110,0,10.1
19831215,1012110,0,9.1
19831216,1012110,0,5.3
19831217,1012110,0,4.8
19831218,1012110,0,3.2
19831219,1012110,0,1
19831220,1012110,0,5.5
19831221,1012110,0,5.1
19831222,1012110,0,0.8
19831223,1012110,0,1.8
19831224,1012110,1,5
19831225,1012110,0,2.1
19831226,1012110,0,3.3
19831227,1012110,0,4.3
19831228,1012110,0,1.1
19831229,1012110,0,1.3
19831230,1012110,3.2,1.7
19831231,1012110,0,0.9
19840101,1012110,0,3.4
19840102,1012110,4.4,3
19840103,1012110,1.7,7
19840104,1012110,0,8.2
19840105,1012110,0,2.7
19840106,1012110,0,1.7
19840107,1012110,0,1.2
19840108,1012110,0,2.5
19840109,1012110,0,2.8
19840110,1012110,0,9.1
19840111,1012110,0,8.2
19840112,1012110,1.2,5.8
19840113,1012110,0,8.3
19840114,1012110,0.7,4.7
19840115,1012110,0,4.2
19840116,1012110,0,4.2
19840117,1012110,0,4.7
19840118,1012110,0,1.8
19840119,1012110,0,0.9
19840120,1012110,0,0.3
19840121,1012110,0,1.7
19840122,1012110,0.6,1.4
19840123,1012110,0,0.4
19840124,1012110,0,1.3
19840125,1012110,0,2.3
19840126,1012110,0,3
19840127,1012110,0,2.9
19840128,1012110,0,2.2
19840129,1012110,0,4.4
19840130,1012110,0,1.9
19840131,1012110,0,1.2
19840201,1012110,6.8,3.7
19840202,1012110,0,4
19840203,1012110,0,4
19840204,1012110,0,2
19840205,1012110,0,0.5
19840206,1012110,0,0.5
19840207,1012110,0,0.1
19840208,1012110,0,2.9
19840209,1012110,0,4.7
19840210,1012110,0,0.8
19840211,1012110,0,0.5
19840212,1012110,0,3
19840213,1012110,0,2.2
19840214,1012110,0,1.9
19840215,1012110,0,3.1
19840216,1012110,0,3.8
19840217,1012110,0,0.3
19840218,1012110,0,0.5
19840219,1012110,0,4.2
19840220,1012110,0,0.1
19840221,1012110,0,0.2
19840222,1012110,0,4.7
19840223,1012110,8.8,2.2
19840224,1012110,0,1.4
19840225,1012110,0.8,1.9
19840226,1012110,2.8,5.5
19840227,1012110,0,6.2
19840228,1012110,0,4.2
19840229,1012110,0,1
19840301,1012110,3.8,2.9
19840302,1012110,0.8,3.5
19840303,1012110,0,3.5
19840304,1012110,0,3.5
19840305,1012110,0,3.5
19840306,1012110,0,0.6
19840307,1012110,0,0.5
19840308,1012110,0,3.7
19840309,1012110,0,5
19840310,1012110,1.8,7.6
19840311,1012110,2.2,10.8
19840312,1012110,5.6,2.1
19840313,1012110,0,4.9
19840314,1012110,0,4.6
19840315,1012110,0,8
19840316,1012110,5.1,8
19840317,1012110,0,7.9
19840318,1012110,0,7.6
19840319,1012110,0,9.7
19840320,1012110,0.1,9
19840321,1012110,0,9.3
19840322,1012110,0,9.3
19840323,1012110,0,8.2
19840324,1012110,1.1,7.2
19840325,1012110,0.3,8.7
19840326,1012110,0,9.2
19840327,1012110,0.4,9.4
19840328,1012110,0,5.5
19840329,1012110,0.6,9.4
19840330,1012110,1.6,9.3
19840331,1012110,0,13
19840401,1012110,0,16.5
19840402,1012110,0,14
19840403,1012110,0,13.1
19840404,1012110,0,16.9
19840405,1012110,11.8,56.3
19840406,1012110,0,81.7
19840407,1012110,0,46.6
19840408,1012110,0,35.2
19840409,1012110,0,26
19840410,1012110,0,24.3
19840411,1012110,0.5,23.5
19840412,1012110,0,32.4
19840413,1012110,0,26.7
19840414,1012110,0,29.7
19840415,1012110,2,28.1
19840416,1012110,3.3,35
19840417,1012110,7.2,54.8
19840418,1012110,10.5,84.9
19840419,1012110,1.5,137.5
19840420,1012110,0,101.7
19840421,1012110,0,78.4
19840422,1012110,0,55
19840423,1012110,0,47.2
19840424,1012110,0,39.6
19840425,1012110,0.5,41.5
19840426,1012110,10.2,41.7
19840427,1012110,0.3,46.6
19840428,1012110,15.4,58.6
19840429,1012110,2.8,95.8
19840430,1012110,0.5,108.3
19840501,1012110,2.9,96.4
19840502,1012110,0,76.2
19840503,1012110,0,29.1
19840504,1012110,0.2,55.7
19840505,1012110,0.1,53.5
19840506,1012110,0,45.4
19840507,1012110,0,33
19840508,1012110,0,29.2
19840509,1012110,0,25.5
19840510,1012110,0,25.2
19840511,1012110,0,19.6
19840512,1012110,33.8,38
19840513,1012110,10.5,222.6
19840514,1012110,0,196.1
19840515,1012110,0,118
19840516,1012110,0,83.9
19840517,1012110,0.9,63.5
19840518,1012110,1.6,51.3
19840519,1012110,0,45.9
19840520,1012110,0,38.4
19840521,1012110,0,39.8
19840522,1012110,0,25.9
19840523,1012110,0,21.9
19840524,1012110,0,18.1
19840525,1012110,0,15.2
19840526,1012110,0.5,17
19840527,1012110,0,12.4
19840528,1012110,0.4,11.3
19840529,1012110,9.1,13.2
19840530,1012110,4.9,20.2
19840531,1012110,0,17.8
19840601,1012110,0,18.6
19840602,1012110,0,11.9
19840603,1012110,5.1,11.4
19840604,1012110,1.8,14.8
19840605,1012110,0.4,16.5
19840606,1012110,38.1,30.5
19840607,1012110,2.4,100.1
19840608,1012110,0,70.2
19840609,1012110,0,37.6
19840610,1012110,0,29.4
19840611,1012110,0.2,25.7
19840612,1012110,0.2,19.7
19840613,1012110,0,18.6
19840614,1012110,0,12.3
19840615,1012110,0,11.9
19840616,1012110,12.8,17.3
19840617,1012110,3.2,29.5
19840618,1012110,18.6,49.8
19840619,1012110,10.1,114.1
19840620,1012110,0,98.5
19840621,1012110,0,60.8
19840622,1012110,0.9,50
19840623,1012110,0,38.9
19840624,1012110,0,33
19840625,1012110,8.6,29.4
19840626,1012110,2,33.6
19840627,1012110,0,25.8
19840628,1012110,0.4,25.8
19840629,1012110,0,15.2
19840630,1012110,0,17.2
19840701,1012110,0,17.5
19840702,1012110,0.7,16.9
19840703,1012110,88,119.9
19840704,1012110,108.4,1864.9
19840705,1012110,0.2,1448.5
19840706,1012110,0,424.4
19840707,1012110,10.7,236.5
19840708,1012110,16.5,234.7
19840709,1012110,0,251.4
19840710,1012110,5.9,187.5
19840711,1012110,0,148.9
19840712,1012110,15.3,128.4
19840713,1012110,1.7,136.1
19840714,1012110,0,118
19840715,1012110,0.7,82.8
19840716,1012110,2.1,76.6
19840717,1012110,0,67.3
19840718,1012110,1.1,46.2
19840719,1012110,0.8,42.3
19840720,1012110,0,39.4
19840721,1012110,0,29.3
19840722,1012110,3.6,32.1
19840723,1012110,28.1,104.9
19840724,1012110,0,91.2
19840725,1012110,0,61.7
19840726,1012110,0,44.3
19840727,1012110,0,31.7
19840728,1012110,0.5,31
19840729,1012110,17.8,68.7
19840730,1012110,0,53.2
19840731,1012110,0,34
19840801,1012110,3,32.8
19840802,1012110,9.4,44.6
19840803,1012110,17.8,70.2
19840804,1012110,0.1,59.5
19840805,1012110,0,41.1
19840806,1012110,0,33
19840807,1012110,0,27.3
19840808,1012110,0,20.3
19840809,1012110,0,15.1
19840810,1012110,0,18.9
19840811,1012110,0,15.6
19840812,1012110,0,12.6
19840813,1012110,6,16.4
19840814,1012110,17.3,29.2
19840815,1012110,21.7,42.2
19840816,1012110,14.1,160.1
19840817,1012110,0,95.5
19840818,1012110,0,53.3
19840819,1012110,0,36.9
19840820,1012110,0,45.5
19840821,1012110,60.6,594.2
19840822,1012110,0,507.4
19840823,1012110,0,210
19840824,1012110,51,458.1
19840825,1012110,1,719.4
19840826,1012110,2.6,306.9
19840827,1012110,0.3,180.5
19840828,1012110,42.1,260.8
19840829,1012110,21.3,798.1
19840830,1012110,26.6,852.4
19840831,1012110,32.1,437.2
19840901,1012110,268.7,6536.4
19840902,1012110,148.9,7405.6
19840903,1012110,3.9,1518.9
19840904,1012110,1.3,582
19840905,1012110,0,348.6
19840906,1012110,0.1,219.8
19840907,1012110,0.2,181.5
19840908,1012110,0.2,194.1
19840909,1012110,0,193.8
19840910,1012110,0,134
19840911,1012110,0,123.6
19840912,1012110,0.5,93.4
19840913,1012110,2.8,64.7
19840914,1012110,0,57.5
19840915,1012110,0,43.1
19840916,1012110,0,35.9
19840917,1012110,0,43.1
19840918,1012110,1.5,36.4
19840919,1012110,0,58.1
19840920,1012110,0,43.1
19840921,1012110,0.2,36.1
19840922,1012110,0,28.7
19840923,1012110,0,28.7
19840924,1012110,1.1,21.5
19840925,1012110,0,29.5
19840926,1012110,0,21.9
19840927,1012110,0,21.9
19840928,1012110,10.9,29.3
19840929,1012110,11.6,43.9
19840930,1012110,0,43.9
19841001,1012110,0,21.9
19841002,1012110,0.5,21.9
19841003,1012110,0.2,21.9
19841004,1012110,0,14.6
19841005,1012110,0,14.6
19841006,1012110,0,14.6
19841007,1012110,0,14.6
19841008,1012110,0,14.6
19841009,1012110,0,14.6
19841010,1012110,0,14.6
19841011,1012110,0,14.6
19841012,1012110,0,14.6
19841013,1012110,0,14.6
19841014,1012110,0,7.3
19841015,1012110,0,14.6
19841016,1012110,0,14.6
19841017,1012110,0,7.3
19841018,1012110,0,14.6
19841019,1012110,0.3,7.3
19841020,1012110,3.1,7.3
19841021,1012110,0,7.3
19841022,1012110,0,14.6
19841023,1012110,0,14.6
