OBSYMD,DAMCD,RF,IQTY
19990622,1012110,4.2,15.3
19990623,1012110,32.3,30.4
19990624,1012110,0.7,62.8
19990625,1012110,0,45.6
19990626,1012110,0,35.7
19990627,1012110,0,18
19990628,1012110,0,15.9
19990629,1012110,0,10.7
19990630,1012110,0,10.4
19990701,1012110,0,10.2
19990702,1012110,0,7.2
19990703,1012110,0,10.6
19990704,1012110,9.4,10.7
19990705,1012110,0,15.3
19990706,1012110,0,11.6
19990707,1012110,0,4
19990708,1012110,0,7.6
19990709,1012110,0,4.1
19990710,1012110,4.4,15.1
19990711,1012110,0,4.4
19990712,1012110,1.7,7.3
19990713,1012110,2.2,0.3
19990714,1012110,0.1,16
19990715,1012110,10.7,19.2
19990716,1012110,26.3,58.1
19990717,1012110,1,67.7
19990718,1012110,0.6,35.4
19990719,1012110,0.1,23.2
19990720,1012110,0.3,23.5
19990721,1012110,8.5,9.2
19990722,1012110,39.7,84.7
19990723,1012110,4.2,108.4
19990724,1012110,3.2,69.6
19990725,1012110,8.9,66.1
19990726,1012110,5.1,56
19990727,1012110,1.9,52
19990728,1012110,45.9,88.1
19990729,1012110,19.3,466.6
19990730,1012110,3.5,385.9
19990731,1012110,61.8,269.2
19990801,1012110,170.4,4230
19990802,1012110,173.9,4665.3
19990803,1012110,39.7,2582
19990804,1012110,0.2,945.7
19990805,1012110,0.1,422.3
19990806,1012110,0,246.6
19990807,1012110,0.2,170.2
19990808,1012110,0,120.7
19990809,1012110,4.9,111.8
19990810,1012110,0,93.7
19990811,1012110,0.1,67.8
19990812,1012110,0,65.6
19990813,1012110,0,56.1
19990814,1012110,0,46.8
19990815,1012110,0.5,34.5
19990816,1012110,0,36.5
19990817,1012110,0,39.1
19990818,1012110,24.5,39.7
19990819,1012110,83.5,812.1
19990820,1012110,5.5,483.4
19990821,1012110,2.4,253.2
19990822,1012110,0,164.8
19990823,1012110,0.1,124.9
19990824,1012110,0,95.3
19990825,1012110,0,68.1
19990826,1012110,1.1,74
19990827,1012110,15.2,65.2
19990828,1012110,0.5,85.9
19990829,1012110,0,56.3
19990830,1012110,2.3,60.7
19990831,1012110,2.7,65.2
19990901,1012110,0,49
19990902,1012110,0,43.9
19990903,1012110,0,39.6
19990904,1012110,0,31.4
19990905,1012110,49.2,103.4
19990906,1012110,0.7,147.7
19990907,1012110,9.2,126.2
19990908,1012110,0,106.6
19990909,1012110,0,84.4
19990910,1012110,8.8,71.1
19990911,1012110,0,83.7
19990912,1012110,0,66.7
19990913,1012110,0,57.3
19990914,1012110,0,39.9
19990915,1012110,0,47.3
19990916,1012110,0,37.3
19990917,1012110,0,32.2
19990918,1012110,16,44.6
19990919,1012110,64,119.6
19990920,1012110,115.7,2458.1
19990921,1012110,28.3,1928.7
19990922,1012110,3.2,757.8
19990923,1012110,10.3,421.9
19990924,1012110,19.6,542.6
19990925,1012110,0.1,422.8
19990926,1012110,0,253.2
19990927,1012110,0,174.3
19990928,1012110,0,129.9
19990929,1012110,0,110.6
19990930,1012110,0,96.8
19991001,1012110,13,77.5
19991002,1012110,18.7,131.8
19991003,1012110,0,119.5
19991004,1012110,0,94.4
19991005,1012110,0,76
19991006,1012110,0,66.4
19991007,1012110,0,63.1
19991008,1012110,0,60.5
19991009,1012110,0,53.2
19991010,1012110,15.7,56.5
19991011,1012110,9.1,77.5
19991012,1012110,0,76.3
19991013,1012110,0,69.2
19991014,1012110,0,58.9
19991015,1012110,0,46.3
19991016,1012110,0,46.3
19991017,1012110,0,43.9
19991018,1012110,0,43.8
19991019,1012110,0,38.7
19991020,1012110,0,31.3
19991021,1012110,0,35.4
19991022,1012110,0,32.7
19991023,1012110,0,21.7
19991024,1012110,0,26.7
19991025,1012110,0,28.7
19991026,1012110,0,25.3
19991027,1012110,0,31.5
19991028,1012110,20.6,41
19991029,1012110,0,48.7
19991030,1012110,0,39.3
19991031,1012110,24.4,43.2
19991101,1012110,10.3,109.6
19991102,1012110,0.1,132.6
19991103,1012110,0,93.3
19991104,1012110,0,78.9
19991105,1012110,0,57.9
19991106,1012110,0,57.7
19991107,1012110,0,50.5
19991108,1012110,0.2,45.2
19991109,1012110,0,43.9
19991110,1012110,0,38.1
19991111,1012110,0.7,42.4
19991112,1012110,5.8,40.6
19991113,1012110,0.1,44.1
19991114,1012110,0,36.7
19991115,1012110,0.2,33.8
19991116,1012110,0.1,23.2
19991117,1012110,0,32.5
19991118,1012110,0,26.2
19991119,1012110,0,32.6
19991120,1012110,0,29.9
19991121,1012110,0,28.1
19991122,1012110,0,26.9
19991123,1012110,0,19.8
19991124,1012110,0,28
19991125,1012110,0.4,26.1
19991126,1012110,0,11.8
19991127,1012110,0,26.3
19991128,1012110,0,22.5
19991129,1012110,0,4.7
19991130,1012110,0,22.5
19991201,1012110,0,21.5
19991202,1012110,0,17.5
19991203,1012110,0,17.7
19991204,1012110,0,17.1
19991205,1012110,0,16.4
19991206,1012110,0,15.8
19991207,1012110,0,22.2
19991208,1012110,0.1,17.4
19991209,1012110,1.4,14.7
19991210,1012110,0,13.7
19991211,1012110,0,20.5
19991212,1012110,0,15.9
19991213,1012110,0,13
19991214,1012110,0,16.6
19991215,1012110,0,9.2
19991216,1012110,4.1,19.9
19991217,1012110,0,20.3
19991218,1012110,0,7.3
19991219,1012110,0,9.8
19991220,1012110,0,6.9
19991221,1012110,0,14.4
19991222,1012110,0,9.5
19991223,1012110,0,13.2
19991224,1012110,2,13.5
19991225,1012110,0.1,9.6
19991226,1012110,0,14
19991227,1012110,0,8.7
19991228,1012110,0.7,16.2
19991229,1012110,0.1,15.5
19991230,1012110,0,17.7
19991231,1012110,0,13
20000101,1012110,0,15.9
20000102,1012110,8.7,20.4
20000103,1012110,0,16
20000104,1012110,0,13.7
20000105,1012110,3.4,21.9
20000106,1012110,15.1,30.6
20000107,1012110,0,10.9
20000108,1012110,0,23.7
20000109,1012110,0,15.4
20000110,1012110,0,18.6
20000111,1012110,0,18.4
20000112,1012110,0.8,20.6
20000113,1012110,3.7,13.5
20000114,1012110,0.1,12.9
20000115,1012110,0.2,18.7
20000116,1012110,0.2,10.8
20000117,1012110,0,12.2
20000118,1012110,0,22
20000119,1012110,0,6.9
20000120,1012110,0,7.9
20000121,1012110,0,11.1
20000122,1012110,0.6,17.9
20000123,1012110,1.1,14.3
20000124,1012110,0,10.5
20000125,1012110,0,16.6
20000126,1012110,0,7.2
20000127,1012110,0,11.7
20000128,1012110,0,5.3
20000129,1012110,0,16.9
20000130,1012110,0,5.9
20000131,1012110,0,13.9
20000201,1012110,0,6.2
20000202,1012110,0,6.9
20000203,1012110,0,16.2
20000204,1012110,0,10.3
20000205,1012110,0,4.3
20000206,1012110,0,10.3
20000207,1012110,0,1.8
20000208,1012110,0,9.2
20000209,1012110,0,12.7
20000210,1012110,0,12
20000211,1012110,0,6.1
20000212,1012110,0,13.4
20000213,1012110,0,8.4
20000214,1012110,0.5,0.8
20000215,1012110,0,5.6
20000216,1012110,0,13.5
20000217,1012110,0,5.5
20000218,1012110,0,6.1
20000219,1012110,0,4.8
20000220,1012110,0,7.9
20000221,1012110,0,4
20000222,1012110,0,5.8
20000223,1012110,0,9.1
20000224,1012110,0,8.3
20000225,1012110,0,9.9
20000226,1012110,0,8.2
20000227,1012110,0.6,4.3
20000228,1012110,1.9,12.7
20000229,1012110,0,3.3
20000301,1012110,0,3.9
20000302,1012110,0,6.5
20000303,1012110,0,15.8
20000304,1012110,0,7.8
20000305,1012110,0,13.7
20000306,1012110,0.1,10.5
20000307,1012110,0,14.3
20000308,1012110,0,11.6
20000309,1012110,0,6.5
20000310,1012110,0,8.7
20000311,1012110,0,12
20000312,1012110,0,6.6
20000313,1012110,0,6.7
20000314,1012110,0,7.4
20000315,1012110,0,15.9
20000316,1012110,0.2,10.6
20000317,1012110,0,7.1
20000318,1012110,0,8.2
20000319,1012110,1.4,14.6
20000320,1012110,0,15.5
20000321,1012110,0,10
20000322,1012110,0,2.2
20000323,1012110,0,19.6
20000324,1012110,0,9.5
20000325,1012110,0,8.1
20000326,1012110,0,15.3
20000327,1012110,0,10.7
20000328,1012110,9.2,19.6
20000329,1012110,3,17.7
20000330,1012110,0,25.5
20000331,1012110,0,25.2
20000401,1012110,0,21.5
20000402,1012110,0,17.9
20000403,1012110,0,16.4
20000404,1012110,0,16.4
20000405,1012110,0,17.8
20000406,1012110,0,17.9
20000407,1012110,0,15.9
20000408,1012110,0,16.1
20000409,1012110,0,13.4
20000410,1012110,3.7,12.5
20000411,1012110,0,12.3
20000412,1012110,0,18.6
20000413,1012110,0,10.3
20000414,1012110,0,13.2
20000415,1012110,0.4,12.6
20000416,1012110,0,14
20000417,1012110,0,10
20000418,1012110,0,17
20000419,1012110,2.4,18.2
20000420,1012110,0,7.1
20000421,1012110,6.3,23.3
20000422,1012110,9.9,19.4
20000423,1012110,0,33.8
20000424,1012110,0,29.1
20000425,1012110,0,28.7
20000426,1012110,3.1,22.3
20000427,1012110,2,21.1
20000428,1012110,0,17.8
20000429,1012110,0,16.8
20000430,1012110,0,18.3
20000501,1012110,2.5,22.4
20000502,1012110,0.2,15.7
20000503,1012110,0,20.1
20000504,1012110,0.2,20.5
20000505,1012110,3.4,15.3
20000506,1012110,6.3,25.4
20000507,1012110,0,22
20000508,1012110,0,20.4
20000509,1012110,0,17
20000510,1012110,15.2,20.5
20000511,1012110,1.6,27.8
20000512,1012110,0,25.8
20000513,1012110,0,30.3
20000514,1012110,1.3,30.6
20000515,1012110,8.6,25
20000516,1012110,3.3,39.3
20000517,1012110,0,34.7
20000518,1012110,1.5,27.6
20000519,1012110,27.1,46.5
20000520,1012110,7,119.3
20000521,1012110,0,113.3
20000522,1012110,0,81.7
20000523,1012110,3.7,69.2
20000524,1012110,0,54.8
20000525,1012110,0,37.8
20000526,1012110,1.5,33.3
20000527,1012110,12.4,42.2
20000528,1012110,1,45.3
20000529,1012110,0,38.8
20000530,1012110,0,41
20000531,1012110,0,33.1
20000601,1012110,0.6,24
20000602,1012110,0,14.6
20000603,1012110,0,15.2
20000604,1012110,0,11.2
20000605,1012110,0,11.5
20000606,1012110,0,7.3
20000607,1012110,0.1,16.1
20000608,1012110,3.2,8
20000609,1012110,0.4,7.7
20000610,1012110,5,8.8
20000611,1012110,0,0.5
20000612,1012110,0,9.2
20000613,1012110,4.9,6
20000614,1012110,5.6,5.5
20000615,1012110,0,9.9
20000616,1012110,0,5.5
20000617,1012110,0,1.9
20000618,1012110,0,1.8
20000619,1012110,0,2.1
20000620,1012110,0,2.5
20000621,1012110,3,3
20000622,1012110,3.2,7.1
20000623,1012110,1.4,3.5
20000624,1012110,0.1,3.9
20000625,1012110,0,4.1
20000626,1012110,24.4,8.4
20000627,1012110,24.3,68.7
20000628,1012110,0.1,68.7
20000629,1012110,26.4,48.6
20000630,1012110,5.3,85.4
20000701,1012110,0,80.4
20000702,1012110,0,37
20000703,1012110,0,29.1
20000704,1012110,1.3,21.1
20000705,1012110,0,13.2
20000706,1012110,5.2,22.2
20000707,1012110,5.6,14.9
20000708,1012110,0,18.8
20000709,1012110,0,11
20000710,1012110,0,11.2
20000711,1012110,10.3,15.2
20000712,1012110,12,15.1
20000713,1012110,0,34.8
20000714,1012110,0,23.1
20000715,1012110,0,15.3
20000716,1012110,0,7.3
20000717,1012110,0,7.9
20000718,1012110,0,4.1
20000719,1012110,7,11.9
20000720,1012110,2,16.2
20000721,1012110,0.5,12
20000722,1012110,65.1,184.8
20000723,1012110,0.1,282.8
20000724,1012110,0,116.4
20000725,1012110,0.8,69.6
20000726,1012110,0,46.1
20000727,1012110,0.3,34.3
20000728,1012110,0,30.3
20000729,1012110,9.1,26.5
20000730,1012110,16.1,46
20000731,1012110,52.4,393.2
20000801,1012110,0,314.4
20000802,1012110,0,141.1
20000803,1012110,0,88
20000804,1012110,11.1,75.6
20000805,1012110,18.8,109.1
20000806,1012110,11.3,159.4
20000807,1012110,10.7,230
20000808,1012110,7.6,219.5
20000809,1012110,0.2,174.5
20000810,1012110,1.8,124.2
20000811,1012110,0,90.3
20000812,1012110,0,73.2
20000813,1012110,0,55.7
20000814,1012110,0,43.2
20000815,1012110,0,38.9
20000816,1012110,2.1,34.5
20000817,1012110,5.3,30.3
20000818,1012110,0.9,56.2
20000819,1012110,6.4,51.9
20000820,1012110,63.6,168.1
20000821,1012110,14.1,475.4
20000822,1012110,2,350.6
20000823,1012110,0,200.3
20000824,1012110,0.7,131.3
20000825,1012110,95.8,1072.1
20000826,1012110,34.8,931.1
20000827,1012110,33.3,991.2
20000828,1012110,52.9,1853.4
20000829,1012110,0,584.8
20000830,1012110,0,290.1
20000831,1012110,23.2,210
20000901,1012110,15.6,510.7
20000902,1012110,0,372.7
20000903,1012110,6,263.7
20000904,1012110,0,188.6
20000905,1012110,0,135.1
20000906,1012110,0.2,112.8
20000907,1012110,0,80.4
20000908,1012110,5.1,82.2
20000909,1012110,4.8,68.7
20000910,1012110,0.1,92.6
20000911,1012110,0,75.6
20000912,1012110,0,54.4
20000913,1012110,23.3,80.3
20000914,1012110,43.6,267.4
20000915,1012110,50.2,1153.6
20000916,1012110,19.6,1035.5
20000917,1012110,2.4,652.8
20000918,1012110,0,351.3
20000919,1012110,0,210.5
20000920,1012110,0,159.2
20000921,1012110,0,115.5
20000922,1012110,4.3,89.6
20000923,1012110,0,88.6
20000924,1012110,0,69.4
20000925,1012110,0,65.3
20000926,1012110,0,38.5
20000927,1012110,0,53.6
20000928,1012110,0,37.6
20000929,1012110,0,28
20000930,1012110,0,35.4
20001001,1012110,0,29.7
20001002,1012110,0,29.9
20001003,1012110,0,20.1
20001004,1012110,0,32.7
20001005,1012110,0,28.5
20001006,1012110,0,26.1
20001007,1012110,0,14.2
20001008,1012110,0,22.6
20001009,1012110,0,19.4
20001010,1012110,0.1,18.7
20001011,1012110,1,15.5
20001012,1012110,0,17.9
20001013,1012110,0,11.8
20001014,1012110,0,20.7
20001015,1012110,0,8.2
20001016,1012110,0,18
20001017,1012110,0,11.4
20001018,1012110,0,6
20001019,1012110,0,8.4
20001020,1012110,0,15.9
20001021,1012110,0,12.8
20001022,1012110,0,13.9
20001023,1012110,0.4,12.3
20001024,1012110,7.7,17.9
20001025,1012110,2.5,12.2
20001026,1012110,0,18
20001027,1012110,0,6.5
20001028,1012110,0,19
20001029,1012110,0,10
20001030,1012110,0,6.1
20001031,1012110,0,0.5
20001101,1012110,0,3.4
20001102,1012110,0,5.8
20001103,1012110,0,10.8
20001104,1012110,0,4.8
20001105,1012110,0,5.6
20001106,1012110,0,9.9
20001107,1012110,0,6
20001108,1012110,0,6.5
20001109,1012110,0,2.1
20001110,1012110,1.3,2.1
20001111,1012110,0,3.1
20001112,1012110,0,5.7
20001113,1012110,0,9.9
20001114,1012110,0,5.2
20001115,1012110,0.7,0.3
20001116,1012110,7.4,4.8
20001117,1012110,1.7,5.2
20001118,1012110,0,11.8
20001119,1012110,0.3,5.8
20001120,1012110,13,18.1
20001121,1012110,0.2,6.4
20001122,1012110,0,11
20001123,1012110,0,7.2
20001124,1012110,0,6.7
20001125,1012110,0,2.2
20001126,1012110,0.3,9.7
20001127,1012110,0,3.3
20001128,1012110,0,4
20001129,1012110,0,2.3
20001130,1012110,0,8.2
20001201,1012110,0,7
20001202,1012110,0,1.5
20001203,1012110,0,4
20001204,1012110,0,1.7
20001205,1012110,0,7.5
20001206,1012110,0,2.6
20001207,1012110,0,3.7
20001208,1012110,0,4.9
20001209,1012110,0,0.9
20001210,1012110,0.4,4
20001211,1012110,0,4.6
20001212,1012110,0,0.5
20001213,1012110,0,0.4
20001214,1012110,0,0
20001215,1012110,6,1.9
20001216,1012110,0.2,7.9
20001217,1012110,0,2.8
20001218,1012110,2.2,2.9
20001219,1012110,2.9,8.3
20001220,1012110,0,8.4
20001221,1012110,0,3.2
20001222,1012110,0.2,5.9
20001223,1012110,6.9,7.3
20001224,1012110,0,12.3
20001225,1012110,0.5,2.4
20001226,1012110,0,0.7
20001227,1012110,0,0
20001228,1012110,0,4.8
20001229,1012110,0,0.8
20001230,1012110,0.1,1.6
20001231,1012110,0,4.5
20010101,1012110,0,0.6
20010102,1012110,0,41
20010103,1012110,0,0
20010104,1012110,0,0
20010105,1012110,0,1.2
20010106,1012110,0,2.8
20010107,1012110,10.6,7.2
20010108,1012110,0.1,5.9
20010109,1012110,2.6,0
20010110,1012110,0.4,5.6
20010111,1012110,0.3,1.8
20010112,1012110,0,35.5
20010113,1012110,0,0
20010114,1012110,0,3
20010115,1012110,0,7.3
20010116,1012110,0,0
20010117,1012110,0,0.1
20010118,1012110,0.3,1
20010119,1012110,0.1,0.9
20010120,1012110,0.5,6.3
20010121,1012110,0.1,0
20010122,1012110,0.2,0.9
20010123,1012110,0.1,0.1
20010124,1012110,0.2,5.1
20010125,1012110,0.3,3.5
20010126,1012110,0,4.9
20010127,1012110,1.4,2.2
20010128,1012110,0,1.2
20010129,1012110,0,31.6
20010130,1012110,0.3,0
20010131,1012110,1.4,0
20010201,1012110,0.4,6.5
20010202,1012110,0,2.3
20010203,1012110,0.1,2.4
20010204,1012110,0.7,2.4
20010205,1012110,0.1,0
20010206,1012110,0,2.5
20010207,1012110,0.1,7.7
20010208,1012110,0,0
20010209,1012110,0,2.4
20010210,1012110,0.1,5.1
20010211,1012110,0,7.2
20010212,1012110,0,0
20010213,1012110,0,2.3
20010214,1012110,0,3.7
20010215,1012110,9.1,9.8
20010216,1012110,2.1,5.7
20010217,1012110,0.2,1.3
20010218,1012110,0.8,0
20010219,1012110,2.2,8
20010220,1012110,0,2.2
20010221,1012110,0,7.9
20010222,1012110,0,4.5
20010223,1012110,3.2,12.7
20010224,1012110,5.2,12.3
20010225,1012110,0.4,10.9
20010226,1012110,1.2,0.8
20010227,1012110,2,12.9
20010228,1012110,4.5,6.7
20010301,1012110,1.6,13.2
20010302,1012110,0,9.1
20010303,1012110,3,16.9
20010304,1012110,1.2,24.9
20010305,1012110,0.2,7
20010306,1012110,0,13.4
20010307,1012110,0.1,18.6
20010308,1012110,0,4.4
20010309,1012110,0.2,9.3
20010310,1012110,5.1,13.9
20010311,1012110,0.7,12
20010312,1012110,0.1,4.8
20010313,1012110,0,6.9
20010314,1012110,0.6,8.2
20010315,1012110,0.5,27.9
20010316,1012110,0,57.1
20010317,1012110,1,48
20010318,1012110,0,45.8
20010319,1012110,0,54.8
20010320,1012110,0,64
20010321,1012110,0,105.2
20010322,1012110,0,85.6
20010323,1012110,0,94.5
20010324,1012110,0,69.4
20010325,1012110,0,63.4
20010326,1012110,0,82.5
20010327,1012110,0,51.5
20010328,1012110,2.7,49.1
20010329,1012110,0,36.2
20010330,1012110,0,24.5
20010331,1012110,0.1,34.6
20010401,1012110,0,15.6
20010402,1012110,0.1,25.9
20010403,1012110,0.1,21.3
20010404,1012110,0,11.5
20010405,1012110,0,18.1
20010406,1012110,0,30.6
20010407,1012110,0,34.4
20010408,1012110,0,31.5
20010409,1012110,0,22.9
20010410,1012110,0,69.1
20010411,1012110,12.2,55
20010412,1012110,0.5,49
20010413,1012110,0,40.2
20010414,1012110,7.7,45.5
20010415,1012110,0,40.5
20010416,1012110,0,28.8
20010417,1012110,0,48.7
20010418,1012110,0,15.7
20010419,1012110,0,39.6
20010420,1012110,0,16.2
20010421,1012110,0,24.3
20010422,1012110,0.2,18.2
20010423,1012110,0,16.3
20010424,1012110,0,21.4
20010425,1012110,0,19.1
20010426,1012110,0,1.6
20010427,1012110,0,21.4
20010428,1012110,0,6.4
20010429,1012110,0,23
20010430,1012110,0,15.7
20010501,1012110,0,1.7
20010502,1012110,0.5,10.3
20010503,1012110,0,5.1
20010504,1012110,0,17.1
20010505,1012110,0,0
20010506,1012110,0,9.6
20010507,1012110,3.6,6.3
20010508,1012110,0,6.7
20010509,1012110,2.1,10.1
20010510,1012110,0,13.3
20010511,1012110,0,0
20010512,1012110,0,0
20010513,1012110,0,14.7
20010514,1012110,0,0
20010515,1012110,0,0
20010516,1012110,0,12.4
20010517,1012110,0,0
20010518,1012110,0,3.7
20010519,1012110,0,0
20010520,1012110,0,21.3
20010521,1012110,0,4.4
20010522,1012110,0.5,5.3
20010523,1012110,0.1,0
20010524,1012110,0,0
20010525,1012110,0,0
20010526,1012110,1,0
20010527,1012110,0,4.1
20010528,1012110,0,0
20010529,1012110,0,2
20010530,1012110,3.5,0
20010531,1012110,2.1,0
20010601,1012110,1.1,1.1
20010602,1012110,0,0.6
20010603,1012110,0,3.4
20010604,1012110,0,0
20010605,1012110,0,6.2
20010606,1012110,0,0
20010607,1012110,0,0
20010608,1012110,4.7,0
20010609,1012110,9.9,0.9
20010610,1012110,0.1,0
20010611,1012110,13.8,11.7
20010612,1012110,7.1,18.8
20010613,1012110,1.3,3.2
20010614,1012110,0.2,10.5
20010615,1012110,0,0
20010616,1012110,0,3.7
20010617,1012110,0.4,4.3
20010618,1012110,37.5,44
20010619,1012110,7.1,31.3
20010620,1012110,0.2,32.4
20010621,1012110,1.3,17.4
20010622,1012110,2.2,13.9
20010623,1012110,0.1,10.7
20010624,1012110,5.4,17.9
20010625,1012110,0.2,7.6
20010626,1012110,0,5.1
20010627,1012110,0,0.7
20010628,1012110,0,12
20010629,1012110,26.5,18.6
20010630,1012110,54,326.5
20010701,1012110,0,187
20010702,1012110,0,103.9
20010703,1012110,6.3,68.1
20010704,1012110,0,50.6
20010705,1012110,4.3,39.9
20010706,1012110,0,40
20010707,1012110,0,32.7
20010708,1012110,0,22
20010709,1012110,0,14.4
20010710,1012110,9.9,24.8
20010711,1012110,9.3,40
20010712,1012110,0,32.8
20010713,1012110,0,11.9
20010714,1012110,13.1,25.5
20010715,1012110,127,1478.2
20010716,1012110,0.1,713.4
20010717,1012110,0,262.7
20010718,1012110,0,149
20010719,1012110,0,90.6
20010720,1012110,0.6,73.4
20010721,1012110,13.8,66.4
20010722,1012110,23.3,58.4
20010723,1012110,52.3,1088.5
20010724,1012110,0.9,341.8
20010725,1012110,0,162
20010726,1012110,0.4,103.1
20010727,1012110,0,79.4
20010728,1012110,1.6,62.5
20010729,1012110,30,115.6
20010730,1012110,43,445.9
20010731,1012110,94,1656.8
20010801,1012110,23.6,1079.6
20010802,1012110,0.9,528.3
20010803,1012110,4.2,300.1
20010804,1012110,0,189.4
20010805,1012110,0.1,136.2
20010806,1012110,0,99.8
20010807,1012110,15.4,107.9
20010808,1012110,12.1,156.2
20010809,1012110,0.2,119.6
20010810,1012110,0,88.3
20010811,1012110,0,68.1
20010812,1012110,0,58.6
20010813,1012110,13.6,62.8
20010814,1012110,3.2,67.1
20010815,1012110,7.6,103.6
20010816,1012110,0,68.1
20010817,1012110,0,56
20010818,1012110,0.6,38.8
20010819,1012110,0.2,43.2
20010820,1012110,0,44.1
20010821,1012110,0.2,16.2
20010822,1012110,0,27.9
20010823,1012110,0,19.2
20010824,1012110,0,11.3
20010825,1012110,0,28.5
20010826,1012110,0,18.8
20010827,1012110,0,15
20010828,1012110,0,12.4
20010829,1012110,4.7,11.5
20010830,1012110,0.1,22
20010831,1012110,0.1,7.7
20010901,1012110,0,7.6
20010902,1012110,0.5,12.6
20010903,1012110,1.4,18.6
20010904,1012110,0,6.3
20010905,1012110,0,11.9
20010906,1012110,9,10.6
20010907,1012110,1.3,15.5
20010908,1012110,1.6,14.5
20010909,1012110,6.4,19.7
20010910,1012110,7.7,62.2
20010911,1012110,3.1,125
20010912,1012110,0,58.3
20010913,1012110,0,34.8
20010914,1012110,0,34.4
20010915,1012110,0,14.9
20010916,1012110,0,17.6
20010917,1012110,0,7
20010918,1012110,0,18.8
20010919,1012110,0,4.3
20010920,1012110,0,13.8
20010921,1012110,1.5,18.7
20010922,1012110,0,25.8
20010923,1012110,0,16.6
20010924,1012110,0,8.7
20010925,1012110,0.5,13.3
20010926,1012110,0,3.5
20010927,1012110,0,13.7
20010928,1012110,0.3,4.3
20010929,1012110,0,9.7
20010930,1012110,16.8,15.5
20011001,1012110,23.9,64.9
20011002,1012110,0,101.2
20011003,1012110,0,46.8
20011004,1012110,0.7,28.5
20011005,1012110,0,21.7
20011006,1012110,0,19.8
20011007,1012110,0,6.2
20011008,1012110,2.1,13.6
20011009,1012110,21,29.7
20011010,1012110,37.9,262.2
20011011,1012110,0.2,195.9
20011012,1012110,0,96
20011013,1012110,0,80.5
20011014,1012110,0,39.3
20011015,1012110,0.1,45.2
20011016,1012110,0,29.5
20011017,1012110,0,29.1
20011018,1012110,0,25.4
20011019,1012110,0,19.9
20011020,1012110,0,19.7
20011021,1012110,0,16.5
20011022,1012110,0,18.1
20011023,1012110,0,20.2
20011024,1012110,0,9.1
20011025,1012110,0,17.9
20011026,1012110,0,16.6
20011027,1012110,0,12.7
20011028,1012110,5.6,14.8
20011029,1012110,0.1,15.5
20011030,1012110,0,18.7
20011031,1012110,0,19.7
20011101,1012110,0.4,14.3
20011102,1012110,0,9.4
20011103,1012110,0,2.8
20011104,1012110,0,14.6
20011105,1012110,1.4,10
20011106,1012110,0,16
20011107,1012110,0,5.6
20011108,1012110,0,9.5
20011109,1012110,4.1,7.4
20011110,1012110,0,14.6
20011111,1012110,0,15.5
20011112,1012110,0,10.7
20011113,1012110,0,6.9
20011114,1012110,0,13.8
20011115,1012110,0,5.6
20011116,1012110,0,4.6
20011117,1012110,0,11.1
20011118,1012110,0,7.1
20011119,1012110,0,5.7
20011120,1012110,0,7.6
20011121,1012110,0,8.6
20011122,1012110,0,8.4
20011123,1012110,0,4.7
20011124,1012110,1.6,5.8
20011125,1012110,0.1,7.7
20011126,1012110,0,4
20011127,1012110,0,9.2
20011128,1012110,0,0
20011129,1012110,1.6,7.6
20011130,1012110,0,7.2
20011201,1012110,0,0.3
20011202,1012110,0.1,1.1
20011203,1012110,0,7.9
20011204,1012110,0,3.6
20011205,1012110,0.1,1.9
20011206,1012110,0,8
20011207,1012110,0,0.7
20011208,1012110,0,0
20011209,1012110,0,1.4
20011210,1012110,0,6.7
20011211,1012110,0,1.2
20011212,1012110,1.5,8.9
20011213,1012110,0.1,0.5
20011214,1012110,0,0
20011215,1012110,0,0.8
20011216,1012110,0,1
20011217,1012110,0,4.7
20011218,1012110,0,1.4
20011219,1012110,0,6.2
20011220,1012110,0,0
20011221,1012110,0,4
20011222,1012110,0,6
20011223,1012110,0,1.4
20011224,1012110,0.1,2.5
20011225,1012110,5.8,5.6
20011226,1012110,0.1,1.1
20011227,1012110,0,1.5
20011228,1012110,0,7.4
20011229,1012110,0.7,0
20011230,1012110,0,5.7
20011231,1012110,4.1,5.7
20020101,1012110,0.3,5.7
20020102,1012110,0,5.9
20020103,1012110,0,1.7
20020104,1012110,1.1,6.5
20020105,1012110,0.2,6.1
20020106,1012110,0.1,0
20020107,1012110,3.7,10.7
20020108,1012110,0,2.3
20020109,1012110,0.1,2.1
20020110,1012110,0.1,6.3
20020111,1012110,0.1,0
20020112,1012110,0,3.4
20020113,1012110,0.1,7.8
20020114,1012110,3.2,0
20020115,1012110,16.6,24.5
20020116,1012110,13.3,56.1
20020117,1012110,2.3,51.6
20020118,1012110,0.1,28.7
20020119,1012110,0,21.1
20020120,1012110,3.2,25
20020121,1012110,0.4,15.5
20020122,1012110,0,10.8
20020123,1012110,0,13.1
20020124,1012110,0,11
20020125,1012110,0,6.2
20020126,1012110,0.7,15.1
20020127,1012110,1.4,10.3
20020128,1012110,0,10.7
20020129,1012110,0.2,5.4
20020130,1012110,0.4,11.2
20020131,1012110,0,1.9
20020201,1012110,0,10.6
20020202,1012110,0,10.9
20020203,1012110,0,6.4
20020204,1012110,0,10.8
20020205,1012110,0,10.6
20020206,1012110,1.3,6.2
20020207,1012110,0,15.2
20020208,1012110,0,5.8
20020209,1012110,0,5.4
20020210,1012110,0,6
20020211,1012110,0,5.7
